Engine rpm;Lub oil pressure;Fuel pressure;Coolant pressure;lub oil temp;Coolant temp;Engine Condition
717;2.600.141.891;2.569.573.628;1.283.312.146;7.495.213.012;7.392.178.589;1
496;4.845.074.483;1.546.040.695;2.552.628.819;7.618.925.782;8.293.016.446;1
1111;2.908.997.177;7.195.431.409;1.435.878.782;7.678.164.974;7.226.123.278;1
566;2.944.894.992;7.214.433.356;1.777.656.894;7.511.438.576;7.960.322.619;0
708;4.256.101.514;5.068.812.985;2.995.721.818;7.856.240.642;8.134.916.224;0
1537;4.958.383.013;5.902.650.249;1.895.764.475;7.765.303.258;6.521.637.383;0
1201;4.704.802.332;8.118.579.755;0.725781644;762.818.507;7.704.940.719;0
587;394.412.927;8.095.783.075;1.057.100.254;7.819.983.715;7.567.201.637;1
690;2.758.632.963;6.208.755.232;2.250.550.879;7.341.157.905;6.875.585.102;1
397;4.234.094.848;1.144.139.542;1.161.446.823;774.338.282;776.714.575;1
940;5.436.204.974;5.036.528.615;1.534.481.903;8.342.970.187;7.765.910.446;0
527;3.267.653.731;7.484.247.583;2.695.506.931;7.583.481.351;7.712.542.123;1
679;2.941.300.447;7.880.442.478;0.989406989;861.320.727;8.630.884.451;1
563;3.226.487.087;1.567.822.839;2.826.844.248;7.666.796.713;7.190.576.023;1
680;2.344.083.155;619.247.068;1.544.709.709;7.556.262.439;7.072.586.474;1
647;2.700.602.791;7.882.033.072;1.681.084.366;7.616.884.442;8.135.064.409;0
739;3.405.188.455;8.951.781.472;1.622.521.984;8.220.953.109;6.633.515.106;1
1126;2.148.108.388;3.422.696.977;2.049.038.553;7.529.368.513;8.158.904.554;0
1145;4.436.744.615;5.686.701.371;296.589.891;7.406.224.887;7.100.266.913;0
616;4.428.794.968;5.175.949.281;1.534.142.949;7.736.287.654;8.728.599.213;0
845;3.779.472.379;7.825.719.783;1.560.637.789;7.641.089.699;8.606.718.086;0
496;2.714.257.622;677.725.727;2.576.025.082;7.458.859.679;8.573.009.872;1
380;2.393.187.575;6.411.880.481;3.040.397.864;7.790.534.967;8.182.903.054;1
887;3.307.588.243;9.062.877.545;3.330.726.218;7.735.288.294;8.134.195.555;0
1179;3.308.126.694;6.162.965.271;0.736781032;7.567.839.738;7.143.085.438;0
565;2.874.321.866;1.447.957.576;3.026.680.688;7.651.212.534;7.931.081.993;1
1089;2.725.300.475;13.376.654;2.219.507.717;7.595.855.978;7.478.036.457;1
675;4.119.901.132;3.520.088.933;2.079.198.375;7.667.654.183;8.277.298.049;0
534;3.962.444.863;6.387.971.676;3.210.711.543;7.620.939.618;7.608.016.384;1
1297;1.650.601.481;3.442.698.113;1.277.926.224;7.783.313.998;723.863.118;0
619;2.274.108.677;8.247.605.371;2.511.699.413;7.978.197.425;883.346.158;1
614;2.777.943.792;3.654.726.062;2.284.569.489;7.691.387.287;7.978.834.057;0
935;3.819.247.589;5.480.947.786;319.790.943;7.602.807.204;7.519.104.566;0
792;4.943.103.043;61.445.404;0.735619185;7.532.856.355;6.895.849.789;0
971;4.482.730.073;6.670.373.082;1.895.137.372;7.725.420.533;7.342.432.407;0
639;5.226.335.922;4.721.771.294;1.417.380.224;7.488.782.749;8.065.363.376;1
1008;2.539.658.358;9.541.675.103;127.546.244;7.298.607.904;669.709.354;1
1013;2.716.310.543;8.349.537.852;2.272.053.348;7.478.587.681;7.147.839.754;1
626;3.014.915.091;620.352.397;2.540.162.503;8.671.948.305;7.252.736.741;1
672;5.648.501.615;6.169.548.912;3.170.248.023;7.606.702.978;7.461.167.005;1
1583;1.964.509.192;60.831.389;2.781.231.617;8.201.243.363;8.243.852.034;0
872;3.313.780.745;733.699.729;1.631.873.479;7.782.973.994;8.108.317.531;0
722;3.205.493.407;6.150.237.921;4.854.586.184;7.785.182.088;7.795.609.224;0
1185;3.953.726.305;4.745.544.577;1.544.882.328;8.360.575.208;6.780.543.559;1
405;3.744.056.549;5.171.750.586;1.636.251.072;7.668.874.762;7.006.387.003;1
1086;2.625.588.801;3.765.344.712;1.811.358.686;7.704.368.528;8.262.726.219;0
752;2.917.488.493;5.365.836.692;2.682.838.542;7.721.227.745;8.500.367.249;1
854;3.701.387.056;1.027.598.283;1.610.027.008;8.398.789.429;7.013.915.142;1
938;3.773.804.107;6.109.775.368;1.444.430.617;8.154.483.964;6.890.939.994;0
1103;3.214.466.104;7.848.660.723;3.064.995.766;7.702.291.552;7.489.609.101;1
775;4.427.195.104;6.825.079.541;1.142.140.514;7.487.528.886;7.096.918.025;1
1048;2.603.507.529;7.099.990.708;3.768.879.364;821.328.633;8.049.122.825;1
908;3.033.810.183;4.897.281.715;2.225.713.178;816.329.511;7.737.121.538;1
711;0.277026815;7.959.514.618;2.135.120.524;8.574.238.726;8.793.355.551;1
367;3.092.527.386;4.256.093.122;1.603.433.779;7.549.990.447;7.221.062.605;1
834;507.602.409;3.652.050.151;1.955.598.594;8.860.273.387;729.241.561;1
512;2.596.976.215;6.619.944.062;1.158.087.783;8.084.318.484;7.507.329.256;1
496;2.776.466.528;7.044.184.329;143.484.187;8.634.149.912;8.178.973.153;1
956;2.081.544.139;4.666.259.575;1.299.379.346;7.675.962.719;7.943.480.476;0
822;4.735.052.942;3.570.197.337;1.795.399.718;7.775.719.729;8.338.450.257;0
468;187.112.655;7.339.342.575;1.333.240.965;7.985.779.688;8.289.547.708;1
716;2.264.139.453;7.098.555.583;1.367.217.072;7.536.607.032;9.162.960.872;0
607;4.692.884.107;7.188.208.573;0.996438857;7.796.952.283;6.744.994.677;1
805;3.235.801.444;1.176.667.358;1.769.592.947;7.668.654.698;7.628.472.096;1
482;2.704.870.344;7.348.635.037;3.410.127.161;7.643.028.872;8.599.130.471;0
649;3.880.061.013;4.496.855.883;2.401.344.673;7.865.628.124;7.968.615.571;0
491;2.883.946.428;6.243.481.895;0.893448511;778.866.752;8.106.015.251;1
1363;3.676.642.434;4.376.828.199;5.052.523.359;8.485.299.611;8.977.546.423;1
934;3.780.505.947;6.937.541.795;1.292.789.211;7.484.466.195;7.458.541.843;0
1288;387.078.183;1.327.609.129;3.230.853.645;7.641.165.191;8.200.165.777;1
950;3.004.948.058;1.311.044.077;2.616.091.599;7.772.622.706;8.724.483.141;0
635;1.971.362.125;1.017.227.075;5.517.483.928;7.587.701.368;9.101.856.525;0
709;3.181.248.672;7.343.082.196;2.037.337.711;7.689.156.158;7.952.450.289;0
521;2.826.811.289;7.056.943.341;2.418.158.245;7.558.506.168;8.033.262.745;1
786;4.450.374.339;1.126.051.884;2.502.196.729;7.842.448.991;8.518.110.998;1
448;5.036.269.396;7.219.824.274;3.218.888.274;8.396.671.616;7.360.070.053;0
518;0.143224595;8.248.790.385;2.914.021.317;8.257.116.137;6.680.763.915;1
540;2.167.433.806;3.831.530.994;2.944.296.059;7.459.381.393;7.920.035.155;0
561;3.577.082.558;953.178.914;278.853.329;7.768.883.641;7.013.353.038;0
812;1.972.568.598;3.923.613.952;14.355.975;7.787.184.264;7.415.727.582;0
779;244.105.346;5.687.651.246;1.433.893.617;7.615.160.876;7.887.864.392;0
556;3.898.827.615;5.618.928.186;1.668.414.199;7.841.686.489;8.014.592.911;1
1003;3.489.661.789;5.402.622.308;1.048.219.179;7.674.198.839;7.792.372.203;1
860;3.034.183.262;7.996.621.579;2.489.548.574;7.465.427.745;8.894.029.409;1
706;4.017.797.875;6.128.531.743;2.106.175.504;7.669.952.747;8.183.811.437;1
587;3.754.205.321;8.312.614.549;1.325.188.616;760.947.077;8.172.899.229;0
922;3.785.792.744;695.568.102;2.697.845.186;7.573.914.859;8.735.718.483;1
1011;3.586.074.722;0.451073145;172.224.853;7.585.988.697;8.711.665.066;1
758;2.750.954.717;1.226.343.206;1.015.933.556;8.176.118.045;816.880.215;0
583;2.425.361.997;5.294.153.093;185.210.759;783.858.597;7.255.138.615;0
397;1.935.581.809;5.737.016.106;0.98865443;7.609.238.802;7.508.744.138;1
966;2.816.623.082;8.061.114.245;1.087.021.379;773.766.384;904.870.456;1
583;2.616.892.445;3.788.787.607;121.311.947;7.778.823.497;7.100.004.546;1
662;3.969.043.205;449.052.052;1.301.790.037;7.822.422.824;834.730.168;1
790;3.671.562.032;9.162.122.911;2.048.472.916;8.757.330.929;8.032.402.027;1
519;0.837446276;4.980.771.683;2.603.721.045;7.640.950.921;7.823.946.108;0
489;4.015.674.293;7.325.900.916;3.128.338.251;7.531.783.229;7.001.327.957;1
526;3.004.260.873;1.313.773.173;2.500.653.952;8.201.845.964;7.618.677.811;0
604;360.594.976;6.852.550.497;179.774.938;7.587.940.895;8.465.657.819;1
1280;2.983.731.999;7.221.169.887;3.227.294.347;7.725.404.267;7.746.043.378;1
751;2.322.490.163;3.232.059.685;1.780.487.076;7.814.970.411;7.530.806.542;1
909;1.902.371.013;5.652.577.907;1.433.371.313;7.900.222.348;7.373.373.418;1
980;3.332.947.125;6.946.913.764;3.655.490.879;7.374.935.612;6.519.769.951;1
759;3.098.269.394;6.114.424.066;2.048.741.754;7.672.128.476;859.934.161;1
679;1.982.309.353;2.531.894.311;1.871.692.019;8.413.806.782;7.774.818.146;0
543;265.336.999;5.951.917.798;2.101.911.694;8.148.294.003;880.927.524;1
1320;3.382.781.659;6.779.424.739;2.422.881.861;8.053.659.431;7.896.310.155;1
663;3.400.009.565;544.995.519;0.983850392;7.592.676.164;7.871.224.985;1
701;3.398.926.799;5.957.214.017;3.986.627.195;8.347.246.393;7.517.982.238;0
569;463.769.974;4.458.156.197;2.400.935.815;745.919.155;7.730.948.959;0
975;2.851.345.612;3.436.134.987;1.413.888.889;8.185.690.884;8.961.064.854;0
523;4.037.701.127;6.639.511.551;2.150.149.092;7.842.849.102;9.030.814.983;1
761;0.601278411;7.514.691.591;150.813.992;7.590.878.459;6.883.460.165;1
904;3.920.830.109;7.780.998.684;1.711.286.576;758.790.468;8.831.969.015;1
1521;4.184.503.225;673.725.678;2.019.259.385;776.763.855;7.617.671.097;1
516;2.781.434.902;343.391.761;2.312.806.856;810.532.459;7.243.674.572;1
629;4.701.922.692;4.314.284.437;2.665.642.191;8.862.279.222;7.495.259.259;0
790;3.728.301.954;9.260.903.495;220.711.127;8.515.694.104;8.373.275.861;0
869;3.905.235.219;531.025.725;0.784706166;7.841.106.851;7.879.049.062;1
945;645.811.012;3.353.950.794;1.502.761.083;7.669.807.139;7.543.535.683;1
1223;4.102.128.217;565.741.539;3.278.998.978;7.416.114.253;7.521.818.661;1
1384;0.259479674;1.214.284.087;3.785.984.041;7.778.951.386;8.634.632.501;1
946;4.652.486.153;3.863.066.946;1.449.658.463;8.725.092.099;6.458.149.398;0
830;2.942.511.018;6.471.500.104;2.429.485.003;7.542.491.476;8.032.461.847;1
1124;3.016.499.862;1.813.251.616;1.799.600.588;7.513.755.147;6.688.456.062;1
823;3.460.977.962;2.919.108.164;297.767.107;7.670.341.299;7.189.963.533;1
710;2.290.682.776;6.530.769.571;2.855.587.169;7.644.985.252;7.502.954.183;1
628;4.299.812.131;6.671.608.398;2.586.010.835;7.611.393.027;8.479.508.363;1
840;2.574.044.629;526.762.219;209.115.582;8.344.104.638;7.962.446.236;0
569;2.681.017.459;7.633.607.685;3.286.169.701;7.610.963.977;755.320.678;1
496;1.874.389.346;7.724.722.874;2.341.019.239;7.619.984.659;7.511.678.322;0
615;3.829.215.083;128.678.917;1.585.029.704;748.057.878;8.674.351.432;1
370;474.462.323;6.713.390.234;2.592.523.433;7.721.526.755;7.954.199.466;1
448;4.527.674.827;1.341.128.319;2.534.686.426;7.661.852.704;7.705.492.303;1
739;4.476.393.553;669.971.841;2.924.731.694;7.767.058.784;9.273.184.378;1
576;3.338.777.676;5.735.033.887;2.883.196.307;7.341.123.256;7.928.007.302;1
582;2.259.615.955;5.801.183.494;365.621.534;7.586.056.714;8.816.974.513;1
780;471.701.366;6.541.896.053;1.303.481.428;8.779.319.765;7.938.836.427;0
685;2.941.039.657;5.785.641.512;2.032.577.537;7.577.190.098;8.752.646.514;1
782;1.961.151.236;856.439.345;2.511.618.166;7.643.830.417;7.737.116.979;0
847;3.938.406.115;6.985.322.435;3.359.049.516;7.764.375.934;6.954.319.352;1
887;1.464.346.295;7.417.346.634;1.864.806.525;7.630.812.372;8.165.293.378;1
887;4.192.601.051;6.797.956.157;1.064.139.576;7.790.613.712;7.512.396.606;0
854;424.401.965;4.926.447.648;2.525.502.423;7.614.305.045;8.347.121.288;0
656;3.001.340.265;5.105.646.317;1.614.635.996;7.563.930.854;8.625.978.976;1
699;4.602.142.311;3.331.015.429;0.805562024;7.685.278.503;7.945.571.762;1
1606;4.398.524.811;5.503.495.054;1.675.167.803;7.697.447.105;8.788.562.744;1
817;3.201.312.876;7.377.102.603;1.521.308.242;7.626.651.168;6.932.056.161;1
894;3.238.417.942;8.618.690.217;0.824224067;7.451.936.582;7.630.568.819;1
621;4.430.691.786;9.945.979.303;1.448.946.567;7.583.255.821;7.524.289.129;0
676;5.154.383.951;4.014.879.862;2.983.216.075;7.510.503.626;6.877.949.551;1
716;5.199.400.012;4.975.387.382;1.145.154.993;7.761.123.089;7.747.106.159;1
552;3.144.595.021;4.855.246.799;2.849.956.465;7.545.311.259;656.732.725;1
966;206.923.878;8.427.977.649;1.770.769.208;7.528.473.986;8.285.768.629;0
761;3.728.717.017;629.386.227;1.252.481.553;7.763.778.309;7.546.511.108;1
1621;3.975.351.075;3.342.588.654;1.015.608.455;7.856.365.877;7.179.632.562;0
996;348.858.981;6.673.206.631;2.771.706.855;7.675.405.893;7.970.216.042;1
1499;3.083.166.966;6.530.456.608;2.538.132.193;7.828.365.169;7.456.120.639;0
862;3.025.410.304;4.462.318.553;1.824.859.725;7.590.760.598;6.361.718.586;1
645;2.862.686.887;6.011.060.261;3.372.621.873;7.444.079.863;9.114.581.683;1
726;2.510.793.024;6.347.151.307;2.250.761.224;8.398.750.795;656.091.507;1
914;297.960.631;9.607.924.349;2.534.476.996;8.483.697.761;749.742.769;1
1091;4.958.479.744;5.022.005.122;3.241.100.416;8.405.806.407;8.032.297.074;0
737;1.970.876.938;7.204.581.113;282.073.315;777.897.889;8.250.302.116;1
628;250.224.204;1.376.926.041;2.339.963.009;809.200.354;7.259.569.966;1
601;1.813.163.805;233.720.087;2.495.572.971;7.579.442.361;7.806.824.787;0
1063;295.081.446;1.188.618.156;1.192.207.881;7.812.703.377;7.453.617.347;1
662;2.774.692.646;875.979.063;105.824.716;7.691.175.243;8.618.190.153;1
944;286.383.119;8.249.719.312;3.122.879.827;781.755.495;8.449.419.092;0
634;3.086.882.573;1.364.795.774;1.887.486.386;7.797.362.857;7.495.564.298;1
729;2.884.048.986;5.825.322.967;2.464.401.959;7.880.196.301;7.959.228.827;1
530;2.155.602.189;2.779.284.043;2.797.448.267;7.645.191.225;7.816.467.134;1
925;2.081.278.554;3.379.855.821;3.268.657.176;7.537.625.916;7.800.412.257;0
750;2.799.875.311;7.631.014.562;2.911.683.498;7.663.794.498;7.940.488.845;1
902;3.361.349.877;5.506.638.716;2.291.460.383;8.142.356.272;7.556.599.293;0
1069;1.678.349.015;4.980.654.695;3.202.777.876;7.276.674.656;7.221.271.275;1
531;2.311.120.949;5.961.368.328;2.831.200.933;7.751.840.051;7.344.799.886;1
535;2.398.537.367;6.649.382.167;2.509.934.443;7.540.213.959;8.222.937.067;1
1273;4.581.257.293;5.127.918.353;1.322.969.347;7.880.520.551;8.843.411.568;0
1099;2.772.396.462;1.039.417.748;1.758.073.952;7.482.565.721;842.048.848;0
406;3.524.711.558;3.420.953.507;3.021.717.598;7.595.806.721;7.715.634.185;1
838;4.443.468.496;618.930.982;1.730.792.705;8.637.594.358;8.631.434.267;1
537;3.243.790.979;101.770.417;2.876.193.696;7.683.444.042;7.456.281.898;1
683;5.406.167.244;1.089.710.208;3.891.155.602;7.742.847.337;6.917.010.543;1
1073;2.157.046.822;3.499.127.343;2.599.046.387;743.896.665;780.387.269;1
1110;2.571.307.693;4.697.183.074;2.317.045.939;7.489.955.239;7.248.881.185;1
982;4.403.864.564;7.665.391.403;2.449.049.831;7.633.439.804;730.484.552;1
504;2.893.385.024;602.519.117;1.513.985.722;8.141.786.316;8.293.630.058;1
866;4.345.612.403;4.099.512.542;1.099.195.011;7.899.241.849;715.855.513;1
863;2.710.188.587;6.892.567.746;2.146.167.651;8.842.386.186;758.490.956;1
634;3.791.634.567;1.174.519.053;1.706.863.942;8.204.421.653;772.488.714;1
697;4.401.611.928;2.474.715.945;1.957.102.121;7.625.895.324;8.175.371.689;0
701;4.980.955.334;4.482.216.445;1.512.679.463;7.509.814.308;8.411.414.415;1
555;4.247.507.441;0.625999717;3.108.186.393;8.289.391.042;8.362.292.674;1
444;3.037.433.454;7.542.188.142;1.687.151.165;7.405.554.878;8.155.608.815;1
579;3.276.845.847;4.038.914.619;1.404.801.741;7.724.114.393;8.357.065.581;1
1341;2.856.092.785;1.486.914.018;1.658.590.657;7.722.870.576;7.510.064.279;1
568;3.162.449.682;6.200.137.387;197.545.269;7.817.779.982;8.294.701.607;0
1004;4.598.015.355;4.720.632.153;2.610.429.528;8.192.349.285;7.300.496.763;1
902;503.157.767;5.635.402.126;0.393704565;7.860.021.534;7.500.542.322;1
855;2.336.942.986;5.900.080.927;2.045.913.567;8.595.224.781;744.010.374;0
805;4.026.815.672;7.442.839.879;2.751.056.889;7.733.852.978;812.242.681;0
393;571.106.805;1.841.824.809;1.500.020.071;7.534.062.983;8.748.892.235;1
766;2.662.948.827;1.227.024.893;1.944.767.603;7.540.208.888;6.590.760.433;1
799;2.449.096.111;5.291.652.866;223.529.831;7.714.148.439;6.932.294.962;1
282;2.697.698.266;5.985.888.799;12.275.029;7.747.628.451;7.481.463.618;1
908;3.643.042.597;6.483.142.044;6.826.048.275;7.785.058.323;8.133.803.182;0
1134;3.334.654.539;7.141.066.205;3.538.895.973;7.549.839.239;7.376.635.618;1
836;3.268.768.412;4.624.212.528;0.998205316;7.591.002.603;7.389.714.826;1
452;4.955.552.325;5.556.582.761;2.922.042.981;747.092.951;6.868.016.957;1
638;262.835.048;4.268.695.399;1.735.175.468;7.816.476.019;6.716.773.119;1
1234;3.299.613.038;5.844.859.861;3.206.803.532;7.675.907.111;7.299.887.471;1
657;3.930.378.865;6.300.935.462;1.583.625.337;7.852.986.988;7.753.383.494;1
1109;4.364.793.687;69.576.559;1.255.467.599;7.746.951.823;8.246.817.807;0
584;2.575.541.327;4.619.378.831;2.802.962.933;7.731.439.322;6.353.942.949;1
1260;411.748.472;5.193.181.186;3.089.205.161;7.609.139.644;9.160.013.446;0
562;2.364.777.323;8.740.706.129;1.805.732.125;7.654.417.427;7.816.796.868;1
916;1.747.559.747;6.281.865.942;1.842.295.237;7.841.662.973;8.948.258.113;1
987;4.600.370.821;3.870.395.218;2.417.034.628;785.932.737;73.644.605;1
1507;2.084.759.612;4.900.020.884;1.617.427.597;7.792.053.401;8.966.274.049;0
539;4.662.042.471;425.991.694;2.386.211.315;7.639.783.273;8.367.923.363;1
1463;424.597.106;5.299.983.889;2.644.055.719;8.296.432.832;7.935.462.356;0
551;4.965.934.023;5.327.157.484;144.482.783;7.488.851.704;8.233.837.043;1
1294;4.461.226.757;6.811.442.581;1.182.381.005;7.822.617.184;8.501.906.217;1
853;3.757.125.001;4.465.336.169;282.918.899;8.614.057.289;7.307.272.756;0
687;1.990.095.544;4.276.250.934;1.113.376.203;7.622.503.198;8.096.307.165;0
276;4.662.539.811;7.291.025.761;2.606.828.672;7.673.441.171;7.144.680.796;1
461;3.631.233.069;8.730.033.422;2.086.720.623;7.479.630.382;8.239.486.388;1
1335;3.105.587.951;1.027.293.722;4.118.228.368;7.408.573.752;799.257.705;0
892;4.766.785.688;7.424.992.483;1.162.391.868;803.270.033;8.703.468.664;1
1005;43.942.543;6.725.166.457;1.253.641.542;8.656.582.017;7.893.385.955;1
686;4.085.525.589;5.813.183.691;250.513.748;7.600.755.455;8.899.498.839;1
404;2.443.847.667;9.902.527.372;1.544.965.681;7.814.175.766;76.967.926;1
811;3.361.396.967;1.033.251.878;1.860.208.587;7.488.168.658;792.257.782;1
712;2.488.927.695;6.077.248.022;2.020.301.247;7.652.161.916;8.746.633.328;0
544;4.683.629.339;1.637.622.331;2.850.317.442;7.357.211.311;7.702.241.157;1
1344;3.073.297.156;8.596.405.323;1.306.151.669;7.712.549.354;7.909.651.743;1
848;4.143.512.581;286.629.221;2.521.902.353;8.677.647.934;7.787.564.948;1
939;2.183.602.826;5.580.709.479;1.758.184.529;7.371.447.355;8.171.540.653;0
609;25.107.573;1.386.040.977;2.820.138.205;7.698.598.449;9.231.880.245;0
576;253.892.001;7.296.644.609;15.778.084;765.758.931;847.286.058;1
768;2.981.184.973;587.121.804;1.972.228.463;7.704.468.841;7.400.601.953;1
1036;1.802.610.521;8.964.665.045;2.328.977.277;766.747.404;9.050.329.937;0
892;2.303.704.267;1.229.772.043;4.047.633.218;7.683.551.005;8.203.707.345;0
465;4.696.220.738;6.407.768.086;5.278.919.322;7.360.695.504;8.062.502.639;1
610;3.705.537.579;43.482.593;3.500.529.827;760.666.096;7.974.963.558;1
546;5.229.722.565;7.208.806.144;2.037.583.377;7.669.412.605;7.806.419.846;1
1140;2.138.910.556;5.074.697.873;2.140.442.533;8.077.329.868;7.595.362.289;1
1176;4.006.072.822;5.246.207.525;2.928.504.973;7.770.125.945;8.538.070.899;0
785;5.165.910.902;4.161.417.661;2.984.932.301;7.521.324.912;7.203.196.537;1
1205;4.693.127.934;4.859.712.028;3.087.607.391;7.678.901.811;8.536.679.667;0
813;4.485.256.962;860.506.641;1.668.093.683;7.621.797.975;7.723.755.386;1
885;3.352.268.727;7.179.889.206;2.455.018.689;7.716.205.408;7.135.190.737;1
778;2.101.159.576;4.647.124.038;2.495.398.628;7.770.885.984;7.677.325.998;1
1324;2.500.292.992;5.053.602.382;3.943.272.653;7.660.858.206;8.232.345.319;0
833;3.758.835.012;6.281.994.196;1.660.213.894;7.656.045.064;7.093.811.193;0
855;4.561.050.629;6.369.320.246;2.770.627.794;7.539.641.791;7.539.834.008;1
801;4.659.347.484;4.329.364.364;3.045.568.282;7.593.147.772;7.403.943.042;0
630;26.393.673;8.562.674.799;1.858.249.759;7.578.892.312;7.261.236.021;0
801;2.676.855.273;6.091.457.568;1.661.922.576;7.723.727.521;8.618.530.625;0
548;3.079.788.441;5.737.909.033;3.367.914.295;7.433.290.677;8.043.050.619;1
592;4.544.101.366;4.610.141.713;2.394.447.581;7.733.609.081;8.837.328.302;1
532;4.799.351.102;8.365.104.215;2.447.521.171;7.601.706.982;6.957.553.833;1
502;2.470.829.731;5.175.711.872;1.998.301.759;7.372.222.433;8.008.551.663;1
684;2.662.283.679;9.008.452.941;3.046.106.885;7.647.910.564;7.025.386.031;0
1079;2.986.866.306;1.728.967.956;1.954.351.283;7.466.968.767;8.546.947.515;0
855;0.072614682;5.103.394.163;1.492.319.763;7.485.706.327;743.888.555;1
567;4.941.227.147;6.879.212.665;1.680.247.512;758.052.704;7.148.257.432;0
627;2.615.780.979;532.593.631;2.992.480.677;7.714.236.098;7.800.535.487;0
908;0.946469186;4.707.693.909;1.276.052.059;7.468.074.864;8.128.123.118;0
